SN,File No,Subject,Vote of Charge,Department,Naration,Proposed Amount,Actual Amount,Status,Remarks,Date Sent,Date Approved,Proposed Amount_num,Actual Amount_num,Stage,Pending Value,Aging Days,Aging Bucket
180,CCTI/AD. 2015  (2026),HC RUNNING COST,Honourable Commissioner Expenses -: 004/04002/01/702/11009/0000/41714,Office of HC,RE: REQUEST FOR AN INCREASE IN THE MONTHLY RUNNING COST FOR THE YEAR 2026,"₦60,000,000.00",₦0.00,Awaiting Approval - Mr Governor (MG),,10/03/26,01/01/70,60000000.0,0.0,MG,60000000.0,38,31–60 days
181,CIC/ADC 196 III T    (2026),CONFERENCES,Senior Special Assistant Expenses -: 004/04002/01/702/11009/0000/40680,Admin/HR,INVITATION TO 2026 INTERNATIONAL WOMEN'S DAY CONFERENCE,"₦1,016,275.00",₦0.00,Awaiting Approval - MEBP,,10/03/26,01/01/70,1016275.0,0.0,MEBP,1016275.0,38,31–60 days
191,CIC/CC. 349 IV  (2026),MICRO-SMALL MEDIUM ENTERPRISES (MSME),MSME Exclusive Fair Eko Expo -: 004/04002/01/776/11009/0000/41405,Commerce,REQUEST FOR FUND FOR THE DEVELOPMENT AND MANAGEMENT OF MSME DATABANK FOR ONLINE APPLICATION OF REGISTRATION AND UPDATE OF MSMEs IN LAGOS STATE TO ENHANCE ECONOMIC GROWTH AND SUSTAINABLE DEVELOPMENT,"₦70,425,000.00",₦0.00,Awaiting Approval - Mr Governor (MG),,10/03/26,01/01/70,70425000.0,0.0,MG,70425000.0,38,31–60 days
211,CCTI/AD 766 VIII  (2026),STAFF WELFARE,Staff Welfare & Festivities -: 004/04002/01/702/11009/0000/41929,Admin/HR,REQUEST FOR THE RELEASE OF FUNDS TO PURCHASE WELFARE PACKAGE FOR THE FORTHCOMING EID IL FITRI AND ESTAER CELEBRATION,"₦26,470,000.00","₦26,470,000.00",Approved by DG,,10/03/26,13/03/26,26470000.0,26470000.0,DG,0.0,38,31–60 days
229,CIC/AD 1100 II    (2026),COOPERATIVE DISPUTE RESOLUTION PANEL,(UPKEEP AND MAINTENANCE ALLOWANCE)Area Office Expenses -: 004/04002/01/775/11009/0000/40326,Cooperatives,REQUEST FOR PAYMENT OF SITTING ALLOWANCE FOR COOPERATIVE DISPUTE RESOLUTION PANEL MEMBERS,"₦3,480,000.00",₦0.00,Awaiting Approval - MEBP,,10/03/26,01/01/70,3480000.0,0.0,MEBP,3480000.0,38,31–60 days
244,CIC/ADC. 1713/14 T  (2026),PLANNING UNIT EXPENSES,Planning Unit Expenses -: 004/04002/01/705/11009/0000/40769,Planning,REQUEST FOR FUNDS FOR INSPECTION AND MONITORING OF MINISTRY'S PROJECTS AND PROGRAMMES FOR CERTIFICATION,"₦9,851,000.00","₦9,851,000.00",Approved by DG,,10/03/26,18/03/26,9851000.0,9851000.0,DG,0.0,38,31–60 days
256,CCTI/ADC. 2027   (2026),PURCHASE OF OFFICE FURNITURE FOR COOPERATIVE AREA OFFICE,Construction of Cooperatives Area Offices -: 004/04002/02/775/11009/0634/45194,Cooperatives,PURCHASE OF OFFICE FURNITURE FOR COOPERATIVE AREA OFFICES,"₦29,250,000.00",₦0.00,Awaiting Approval - MEBP,,10/03/26,01/01/70,29250000.0,0.0,MEBP,29250000.0,38,31–60 days
263,CCTI/INV/.601 1   (2026),CWEIC - LASG COUNTERPART FUND FOR INV. 3.0,MEPB - Special Grant -: 004/04002/01/701/11009/0000/40848,Investment,"REQUEST FOR APPROVAL FOR THE RELEASE OF THE SUM OF 125,000 (POUNDS) (EQUIVALENT TO N237,500.000) AS COUNTERPART FUNDING FOR THE LASG-CWEIC MOBILISATION OF OVER 200 INTERNATIONAL INVESTORS FOR THE LAGOS STATE INVESTMENT SUMMIT 3.0","₦237,500,000.00","₦237,500,000.00",Approved by MG,,10/03/26,13/03/26,237500000.0,237500000.0,MG,0.0,38,31–60 days
268,CCTI/ADC 766 VII  (2026),STAFF WELFARE,Staff Welfare & Festivities -: 004/04002/01/702/11009/0000/41929,Admin/HR,REQUEST FOR THE RELEASE OF FUNDS TO PURCHASE WELFARE PACKAGE FOR THE FORTHCOMING EID IL FITRI AND EASTER CELEBRATION BATCH I,"₦26,670,000.00","₦26,670,000.00",Approved by DG,,10/03/26,13/03/26,26670000.0,26670000.0,DG,0.0,38,31–60 days
324,CCTI/ADC 766 VII   (2026 (2)),STAF WELFARE,Staff Welfare & Festivities -: 004/04002/01/702/11009/0000/41929,Admin/HR,REQUEST FOR THE RELEASE OF FUNDS TO PURCHASE WELFARE PACKAGE FOR THE FORTHCOMING EID IL FITRI AND EASTER CELEBRATION BATCH I,"₦29,880,000.00","₦29,880,000.00",Approved by DG,,10/03/26,10/03/26,29880000.0,29880000.0,DG,0.0,38,31–60 days
331,CCTI/TRD. 551,"ESTABLISHMENT OF IBEROKO INDUSTRIAL LAYOUT, BADAGRY","Construction of Fence and mounting of gate at  Enterprise zone (Ijanikin, Igbonla, Ibereko, Agemowo and  Ibeju Agbe -: 004/04002/02/000/11009/6265/45106",Trade,REQUEST FOR APPROVAL FOR THE CONSTRUCTION OF PERIMETER FENCE AND ERECTION OF ENTRANCE GATES AT IBEREKO BADAGRY ENTERPRISES ZONE,"₦556,324,285.46",₦0.00,Awaiting Approval - Mr Governor (MG),,10/03/26,01/01/70,556324285.46,0.0,MG,556324285.46,38,31–60 days
48,LASCOPA/CE/161 I,CONSUMER EDUCATION ENLIGHTHENMENT PROGRAMMES,,LASCOPA,REQUEST FOR APPROVAL FOR THE RELEASE OF FUNDS FOR CONSUMER EDUCATION CONSUMABLES,"₦2,500,000.00",₦0.00,Awaiting Approval - MEBP,,11/02/26,01/01/70,2500000.0,0.0,MEBP,2500000.0,65,60+ days
77,CCTI/AD 1140    (2026),COOPERATIVES AREA OFFICE MAINTENANCE TOILETRIES CONSUMABLES,(UPKEEP AND MAINTENANCE ALLOWANCE)Area Office Expenses -: 004/04002/01/775/11009/0000/40326,Cooperatives,REQUEST FOR THE PROCUREMENT OF TOILETRIES CONSUMABLES FOR COOPERATIVE AREA OFFICES,"₦4,500,000.00",₦0.00,Awaiting Approval - MEBP,,11/02/26,01/01/70,4500000.0,0.0,MEBP,4500000.0,65,60+ days
128,CCTI/ADC 1745  1   (2026),SENIOR SPECIAL ASSISTANT EXPENSES,Senior Special Assistant Expenses -: 004/04002/01/702/11009/0000/40680,Office of SSA,"REQUEST FOR APPROVAL OF FUNDS TO PURCHASE STATIONERY AND DIGITAL CONSUMABLES ITEMS IN THE OFFICE OF THE SENIOR SPECIAL ASSISTANT (SSA), MINISTRY OF COMMERCE, COOPERATIVES, TRADE & INVESTMENT FOR 1ST, 2ND, 3RD AND 4TH QUARTER YEAR 2026","₦17,885,200.00","₦17,885,200.00",Approved by DG,,11/02/26,05/03/26,17885200.0,17885200.0,DG,0.0,65,60+ days
171,CCTI/AD 94 I   (2026),OFFICE FURNITURE & EQUIPMENT,Office Equipment and Renovation -: 004/4002/02/777/11009/6129/45011,Admin/HR,"REQUEST FOR APPROVAL OF FUNDS TO PURCHASE ONE (1) EXECUTIVE CONFERENCE TABLE AND FORTY-SEVEN (47) OFFICE CHAIRS IN THE MINISTRY OF COMMERCE, COOPERATIVES, TRADE AND INVESTMENT","₦14,910,000.00",₦0.00,Awaiting Approval - MEBP,,11/02/26,01/01/70,14910000.0,0.0,MEBP,14910000.0,65,60+ days
187,LASCOCO/A&HR/ACA/0/023 I,MATTERS AFFECTING ACADEMIC STAFF,,LASCOCO,REQUEST FOR APPROVAL FOR THE MONTHLY PAYMENT OF Y2026 SALARIES OF DIRECTLY RECRUITED ACADEMIC AND NON-ACADEMIC STAFF OF LAGOS STATE COOPERATIVE COLLEGE,"₦165,000,000.00","₦158,628,963.57",Approved by MG,,11/02/26,13/02/26,165000000.0,158628963.57,MG,6371036.430000007,65,60+ days
219,CCTI/ADC 1754   (2026),SSA EXPENSES,Senior Special Assistant Expenses -: 004/04002/01/702/11009/0000/40680,Office of SSA,REQUEST FOR RELEASE OF FUNDS TO ENABLE SENIOR SPECIAL ASSISTANT (SSA) TO ORGANISE STAKEHOLDERS ENGAGEMENT WITH COOPERATIVES SOCIETY MEMBERS IN ALL THE FIVE (5) DIVISIONS IN THE STATE,"₦22,500,000.00","₦22,500,000.00",Approved by DG,,11/02/26,11/02/26,22500000.0,22500000.0,DG,0.0,65,60+ days
225,CIC/AD. 766 VI   (2026 (2)),STAFF WELFARE,Staff Welfare & Festivities -: 004/04002/01/702/11009/0000/41929,Admin/HR,REQUEST FOR RELEASE OF FUNDS TO HONOUR SIX (6) RETIRING OFFICERS IN THE MINISTRY,"₦14,925,000.00","₦14,925,000.00",Approved by DG,,11/02/26,06/03/26,14925000.0,14925000.0,DG,0.0,65,60+ days
253,CIC/AD. 1023 V   (2026),MAINTENANCE OF COOPERATIVE AREA OFFICES,Printing of Account Books -: 004/04002/01/775/11009/0000/40602,Cooperatives,QUARTERLY INTERNET SUBSCRIPTION FOR COOPERATIVES AREA OFFICES,"₦10,910,000.00",₦0.00,Awaiting Approval - MEBP,,11/02/26,01/01/70,10910000.0,0.0,MEBP,10910000.0,65,60+ days
282,CIC/ADC. 1109 II   (2026),APPROVAL FOR THE USE OF ELECTRONIC DATA BASE FOR COOPERATIVE SOCIETIES IN LAGOS STATE,(UPKEEP AND MAINTENANCE ALLOWANCE)Area Office Expenses -: 004/04002/01/775/11009/0000/40326,Cooperatives,REQUEST FOR PAYMENT OF MAINTENANCE FEES FOR THE COOPERATIVES DATA BASE PORTAL,"₦2,000,000.00","₦2,000,000.00",Approved by MEBP,,11/02/26,17/02/26,2000000.0,2000000.0,MEBP,0.0,65,60+ days
334,LASCOCO/A&HR/VOL I 001,GOVERNING COUNCIL MATTERS,LASCOCO -: 004/04002/01/701/11009/0000/40848,LASCOCO,REQUEST FOR FUND APPROVAL TO SERVICE THE EMERGENCY SITTING OF THE GOVERNING COUNCIL AND PROVISION FOR EXTRA-ORDINARY COUNCIL MEETINGS,"₦2,100,000.00","₦2,100,000.00",Approved by DG,,11/02/26,26/02/26,2100000.0,2100000.0,DG,0.0,65,60+ days
342,CIC/AD 697 VI   (2026),OFFICE MAINTENANCE GENERAL,Janitorial Services -: 004/04002/01/701/11009/0000/40829,Admin/HR,"REQUEST FOR FUNDS FOR PROCUREMENT OF BULK PURCHASE OF JANITORIAL ITEMS, CLEANING EQUIPMENT FOR THE MALE & FEMALE TOILETS AND PAYMENT OF JANITORIAL STAFFS","₦14,855,700.00",₦0.00,Awaiting Approval - MEBP,,11/02/26,01/01/70,14855700.0,0.0,MEBP,14855700.0,65,60+ days
155,CCTI/IC. 1023     (2026),LAGOS STATE INDUSTRIAL POLICY,Policies and Programm Studies  -: 004/04002/01/777/11009/0000/40615,Trade,REQUEST FOR APPROVAL FOR THE PRE-LAUNCH INDUSTRIAL ENGAGEMENT ROADSHOW AND OFFICIAL LAUNCH OF THE LAGOS STATE INDUSTRIAL POLICY (LSIP) 2025-2030,"₦30,000,000.00","₦30,000,000.00",Approved by MG,,12/03/26,14/03/26,30000000.0,30000000.0,MG,0.0,36,31–60 days
262,LASCOCO/A&HR/GC/0/022 VOL II,GOVERNING COUNCIL MATTERS,LASCOCO -: 004/04002/01/701/11009/0000/40848,LASCOCO,REQUEST FOR APPROVAL AND RELEASE OF FUNDS TO PROVIDE WELFARE PACKAGE FOR THE GOVERNING COUNCIL MEMBERS OF THE LAGOS STATE COOPERATIVE COLLEGE FOR THE YEAR 2026,"₦4,385,000.00","₦4,385,000.00",Approved by DG,,12/03/26,13/03/26,4385000.0,4385000.0,DG,0.0,36,31–60 days
259,CIC/ADC. 196/S.3 III   (2026),CONFERENCE & SEMINAR,Honourable Commissioner Expenses -: 004/04002/01/702/11009/0000/41714,Admin/HR,"REQUEST FOR APPROVAL OF FUNDS TO ATTEND THE ROUNDTABLE DISCUSSION ON ""NIGERIA AND THE UK:""COMMONWEALTH PARTNERS IN A CHANGING GLOBAL ECONOMY""","₦16,901,796.00",₦0.00,Awaiting Approval - Mr Governor (MG),,13/03/26,01/01/70,16901796.0,0.0,MG,16901796.0,35,31–60 days
309,CCTI/ADC. 2016   (2026),A ROYAL-GOVERNMENT PARTNERSHIP,MEPB - Special Grant -: 004/04002/01/701/11009/0000/40848,Commerce,"REQUEST TO PROVIDE SUPPORTS FOR ""HRM OBA ONIRU MEETS BUSINESS"" PROGRAMME","₦65,000,000.00","₦35,000,000.00",Approved by MG,,16/02/26,16/02/26,65000000.0,35000000.0,MG,30000000.0,60,31–60 days
261,CCTI/AD. 1169 I   (2026),ICT OPERATION,Investment Support Services -: 004/04002/01/881/11009/0000/40411,ICT,"REQUEST FOR RELEASE OF FUNDS FOR THE PROVISION OF DIGITIZATION SERVICES, ELECTRONIC DOCUMENT MANAGEMENT AND PROCESS WORKFLOW SOLUTION","₦61,692,500.00","₦61,692,500.00",Approved by MG,,16/03/26,20/03/26,61692500.0,61692500.0,MG,0.0,32,31–60 days
4,CCTI/TRD. 537   (2026),RENOVATION OF MATORI INDUSTRIAL ESTATE,Renovation of Small Scale Industrial Estate -: 004/04002/02/777/11009/0632/45192,Trade,"REQUEST FOR APPROVAL FOR THE RENOVATION OF DISTRESSED FACTORY UNITS AT THE STATE-OWNED SMALL SCALE INDUSTRIAL ESTATE-MATORI 1, MUSHIN FACTORY UNIT B (4 UNITS OF SEMI-DETACHED WAREHOUSE), FACTORY UNIT D (1 BLOCK OF 6 UNITS, TERRACE WAREHOUSE), AND FACTORY UNIT E (1 BLOCK OF 6 UNITS TERRANCE WAREHOUSE) AT THE SMALL SCALE INDUSTRIAL ESTATE MATORI 1, MUSHIN","₦32,028,321.79",₦0.00,Awaiting Approval - MEBP,,18/02/26,01/01/70,32028321.79,0.0,MEBP,32028321.79,58,31–60 days
7,CIC/ADC. 196/S.2   (2026),CONFERENCES,Honourable Commissioner Expenses -: 004/04002/01/702/11009/0000/41714,Admin/HR,RE: INVITATION TO SPEAK AT THE NBCC AND THE BRITISH CHAMBERS OF COMMERCE DRIVING INTERNATIONAL TRADE CONFERENCE,"₦20,148,800.00","₦20,148,800.00",Approved by MG,,18/02/26,20/03/26,20148800.0,20148800.0,MG,0.0,58,31–60 days
21,MCCTI/495 I   (2026),DEPARTMENTAL REQUIREMENT (INVESTMENT),Investment Support Services -: 004/04002/01/881/11009/0000/40411,Investment,REQUEST FOR RELEASE OF FUNDS FOR WORKING TOOLS OF INVESTMENT PROMOTION DEPARTMENT,"₦4,306,000.00",₦0.00,Awaiting Approval - MEBP,,18/02/26,01/01/70,4306000.0,0.0,MEBP,4306000.0,58,31–60 days
32,CIC/CC. 356/VOL. I T  (2026),MSME COUNCIL MEETING,Committee Expenses -: 004/04002/01/776/11009/0000/40813,Commerce,"REQUEST FOR FUNDS TO HOST THE QUARTERLY MEETING OF LAGOS STATE COUNCIL ON MICRO, SMALL AND MEDIUM ENTERPRISES (MSMEs) FOR THE YEAR 2026","₦40,000,000.00",₦0.00,Awaiting Approval - Mr Governor (MG),,18/02/26,01/01/70,40000000.0,0.0,MG,40000000.0,58,31–60 days
44,CIC/CC. 356/VOL. I T (2026),MSME COUNCIL MEETING,Committee Expenses -: 004/04002/01/776/11009/0000/40813,Commerce,"REQUEST FOR FUNDS TO HOST THE QUARTERLY MEETING OF LAGOS STATE COUNCIL ON MICRO, SMALL AND MEDIUM ENTERPRISES (MSMEs) FOR THE YEAR 2026","₦40,000,000.00",₦0.00,Awaiting Approval - Mr Governor (MG),,18/02/26,01/01/70,40000000.0,0.0,MG,40000000.0,58,31–60 days
47,CIC/CC 357 II  (2026),LAGOS STATE MSME EXCLUSIVE FAIR,MSME Exclusive Fair Eko Expo -: 004/04002/01/776/11009/0000/41405,Commerce,REQUEST FOR FUNDS TO STAGE LAGOS MSMEs EXCLUSIVE AND EKO ROUNDCITY TRADE FAIR 2.0,"₦264,700,000.00",₦0.00,Awaiting Approval - Mr Governor (MG),,18/02/26,01/01/70,264700000.0,0.0,MG,264700000.0,58,31–60 days
81,CIC/CC. 424 T,NATIONAL ACTION COMMITTE ON AFCFTA,Exhibition and Trade Fairs -: 004/04002/01/776/11009/0000/41401,Commerce,REQUEST FOR APPROVAL TO HOST MEETINGS OF THE LAGOS STATE TECHNICAL WORKING GROUP ON THE AFRICAN CONTINENTAL FREE TRADE AREA (AFCFTA),"₦40,252,000.00",₦0.00,Awaiting Approval - Mr Governor (MG),,18/02/26,01/01/70,40252000.0,0.0,MG,40252000.0,58,31–60 days
103,CCTI. 494 (2026),"WOMEN IN ENTREPRENEUR FAIR ""INTERNATIONAL WOMEN'S DAY",Eko Expo -: 004/04002/01/776/11009/0000/41405,Commerce,REQUEST FOR FUND TO HOST 2026 INTERNATIONAL WOMEN'S DAY (IWD) CELEBRATION AND EXHIBITION,"₦60,000,000.00","₦60,000,000.00",Approved by MG,,18/02/26,20/02/26,60000000.0,60000000.0,MG,0.0,58,31–60 days
144,CIC/IC. 1049,MISCELLANOUS CORRESPONDENCE,(ENTERPRENURSHIP DEVELOPMENT ) Industrial Development Programmes -: 004/04002/01/777/11009/0000/40509,Trade,REQUEST FOR APPROVAL FOR THE MONITORING AND SUPERVISION OF STATE-OWNED SMALL SCALE INDUSTRIAL ESTATE FOR IMPROVED PERFORMANCE,"₦15,000,000.00","₦15,000,000.00",Approved by DG,,18/02/26,19/03/26,15000000.0,15000000.0,DG,0.0,58,31–60 days
151,CIC/ADC 1680  (2026),E - COMAGBUS 2022,Special Duties Expenses -: 004/04002/01/776/11009/0000/40612,Agri Business,"REQUEST FOR APPROVAL TO ORGANISE THE THIRD EDITION OF THE CAPACITY BUILDING SEMINAR/EXPO FOR AGRIBUSINESS AND E-COMMERCE ENTREPRENEURS, ENHANCING AGRIBUSINESS VALUE CHAIN AND MARKETING SUPPORT FOR AGRIPRENUERS IN THE STATE","₦9,997,000.00","₦9,997,000.00",Approved by DG,,18/02/26,17/03/26,9997000.0,9997000.0,DG,0.0,58,31–60 days
230,CCTI/INV. 581,CWEIC 2026 U.K,Investment -: 004/04002/01/881/11009/0000/40411,Investment,REQUEST FOR APPROVAL FOR THE STATE'S IN THE COMMONWEALTH TRADE AND INVESTMENT SUMMIT (CTIS 2026) IN LONDON (20TH -21TH APRIL 2026),"₦133,316,680.00","₦133,316,680.00",Approved by MG,,18/02/26,20/02/26,133316680.0,133316680.0,MG,0.0,58,31–60 days
255,CCTI/AD 2024   (2026),FILE TRACKING AND FILE STATUS VERIFICATION SYSTEM,Investment Support Services -: 004/04002/01/881/11009/0000/40411,ICT,REQUEST FOR APPROVAL FOR THE RELEASE OF FUNDS TO INSTALL FILE SUBMISSION AND APPROVAL TRACKER AND VERIFICATION SYSTEM IN THE MINISTRY,"₦38,500,000.00",₦0.00,Awaiting Approval - Mr Governor (MG),,18/02/26,01/01/70,38500000.0,0.0,MG,38500000.0,58,31–60 days
278,CCTI/AD 2027   (2026),HONOURABLE COMMISSIONER'S OFFICE REPRESENTATIVE DUTIES,Honourable Commissioner Expenses -: 004/04002/01/702/11009/0000/41714,Office of HC,REQUEST FOR REIMBURSEMENT OF EXPENSES INCURRED BY THE HONOURABLE COMMISSIONER ON THE TRIP AS COUNCIL MEMBER FOR THE LAGOS INTERNATIONAL FINANCIAL CENTRE (LIFC) TO A STAKEHOLDER ENGAGEMENT MEETING IN ABUJA,"₦1,885,412.50","₦1,885,412.50",Approved by DG,,18/02/26,17/03/26,1885412.5,1885412.5,DG,0.0,58,31–60 days
294,CCTI/AGR. 593    (2026),MISCELLANEOUS,Special Duties Expenses -: 004/04002/01/776/11009/0000/40612,Agri Business,REQUEST FOR THE RELEASE OF FUNDS FOR THE PURCHASE OF STATIONERY FOR AGRIBUSINESS SUPPORT UNIT,"₦1,375,450.00",₦0.00,Awaiting Approval - MEBP,,18/02/26,01/01/70,1375450.0,0.0,MEBP,1375450.0,58,31–60 days
80,CCTI/AD 1164    (2026),PERSONAL PROTECTIVE EQUIPMENT FOR INSPECTION TEAM TO PROJECT SITES,(CONSULTANCY SERVICES) Administrative Expenses for the Industrial Estate -: 004/04002/01/777/11009/0000/40606,Trade,REQUEST FOR APPROVAL FOR THE RELEASE OF FUNDS FOR OFFICE CONSUMABLES AND WORK TOOLS FOR THE OFFICES OF INDUSTRIAL ESTATES AT THE STATE OWNED SMALL SCALE INDUSTRIAL ESTATES FOR THE FIRST AND SECOND HALF OF 2026,"₦14,998,500.00",₦0.00,Awaiting Approval - Deputy Governor (DG),,18/03/26,01/01/70,14998500.0,0.0,DG,14998500.0,30,15–30 days
320,CCTI/CIC. 528   (2026),IMPLEMENTATION OF HARMONIZED INSPECTION (MATTER ARISING),Harmonized Inspection of Indusries  -: 004/04002/01/777/11009/0000/40593,Inspectorate,REQUEST TO INCUR EXPENDITURE AND IMPLEMENT HARMONIZED INSPECTION MONITORING ACTIVITIES FOR THE YEAR 2026,"₦39,789,500.00",₦0.00,Awaiting Approval - MEBP,,18/03/26,01/01/70,39789500.0,0.0,MEBP,39789500.0,30,15–30 days
26,CIC/ADC 196 XIX,TRAINING GENERAL,Honourable Commissioner Expenses -: 004/04002/01/702/11009/0000/41714,Admin/HR,"REQUEST FOR APPROVAL OF FUNDS TO THE 2026 STRATEGIES FOR INCLUSIVE GROWTH EXECUTIVE PROGRAMME IN MASSACHUSETTS, UNITED STATES OF AMERICA (USA)","₦42,829,100.00",₦0.00,Awaiting Approval - Mr Governor (MG),,19/02/26,01/01/70,42829100.0,0.0,MG,42829100.0,57,31–60 days
127,CCTI/TRD. 535    (2026),DIGITAL MSME SCHEME,(CONSULTANCY SERVICES) Administrative Expenses for the Industrial Estate -: 004/04002/01/777/11009/0000/40606,Trade,REQUEST FOR APPROVAL TO ORGANISE A 2-DAY TRAINING PROGRAMME FOR ENHANCING DIGITAL MARKETING SKILLS OF SMALL SCALE INDUSTRIALISTS AND MSME OWNER MANAGERS OPERATING IN THE STATE FOR ENHANCED BRAND VISIBILITY AND GLOBAL COMPETITIVENESS,"₦25,000,000.00",₦0.00,Awaiting Approval - MEBP,,19/02/26,01/01/70,25000000.0,0.0,MEBP,25000000.0,57,31–60 days
231,CIC/ADC 196 XIX  (FOR PS) (2026),TRAINING GENERAL,Operational Expenses -: 004/04002/01/701/11009/0000/40848,Admin/HR,"REQUEST FOR APPROVAL OF FUNDS TO THE 2026 STRATEGIES FOR INCLUSIVE GROWTH EXECUTIVE PROGRAMME IN MASSACHUSETTS, UNITED STATE OF AMERICA (USA)","₦39,058,550.00",₦0.00,Awaiting Approval - Mr Governor (MG),,19/02/26,01/01/70,39058550.0,0.0,MG,39058550.0,57,31–60 days
258,CCTI/ADC 1751   (2026),MATTERS RELATING TO RENT REVIEW IN THE S/SCALE IND HUBS ISOLO,(CONSULTANCY SERVICES) Administrative Expenses for the Industrial Estate -: 004/04002/01/777/11009/0000/40606,Trade,REQUEST FOR APPROVAL FOR QUARTERLY ENFORCEMENT OF RENT PAYMENT AND CONDUCT OF VERIFICATION EXERCISE OF THE SMALL SCALE INDUSTRIAL ESTATES FOR IMPROVED REVENUE GENERATION OF THE STATE,"₦20,000,000.00",₦0.00,Awaiting Approval - Deputy Governor (DG),,19/03/26,01/01/70,20000000.0,0.0,DG,20000000.0,29,15–30 days
22,CCTI/AD. 2 III (2026),STATIONERY/CONSUMABLES,Operational Expenses -: 004/04002/01/701/11009/0000/40848,Admin/HR,REQUEST FOR THE RELEASE OF FUNDS TO PURCHASE STATIONERY ITEMS AND DIGITAL CONSUMABLES FOR THE OFFICE OF THE PERMANENT SECRETARY,"₦9,999,400.00","₦9,999,400.00",Approved by DG,,20/02/26,20/03/26,9999400.0,9999400.0,DG,0.0,56,31–60 days
121,CCTI/AD 766 VIII  (2026 (1)),STAFF WELFARE,Staff Welfare & Festivities -: 004/04002/01/702/11009/0000/41929,Admin/HR,REQUEST FOR THE RELEASE OF FUNDS TO PURCHASE WELFARE PACKAGE FOR THE FORTHCOMING EID IL FITRI AND EASTER CELEBRATION BATCH II,"₦29,940,000.00",₦0.00,Awaiting Approval - Deputy Governor (DG),,20/02/26,01/01/70,29940000.0,0.0,DG,29940000.0,56,31–60 days
156,CIC/AD. 173 VII   (2026),UNIFORMS,Uniform & Protective Outfits -: 004/04002/01/701/11009/0000/40806,Admin/HR,"PROCUREMENT OF PROTECTIVE WEAR AND UNIFORMS FOR ALL STAFF OF MINISTRY OF COMMERCE, COOPERATIVES, TRADE AND INVESTMENT","₦12,257,000.00",₦0.00,Awaiting Approval - MEBP,,20/02/26,01/01/70,12257000.0,0.0,MEBP,12257000.0,56,31–60 days
199,CIC/ADC. 196/S.3   (2026),SEMINAR,Workshop & Training Expenses  -: 004/04002/01/704/11009/0000/40501,Admin/HR,"REQUEST FOR APPROVAL OF FUNDS TO ATTEND LEADERSHIP IN ACTION: POWER, INFLUENCE & NEGOTIATION, LEADIMPACT DEVELOPMENT INITIATIVES WORKSHOP, ADVANCED DOCUMENT CONTROL & RECORD MANAGEMENT BEST PRACTICES AND PERFORMANCE IMPROVEMENT SKILL FOR CLERICAL OFFICERS, DRIVERS & CLEANERS.   [TABLE A - Q = 78,895,852.00 (WORKSHOP & TRAINING EXPENSES), TABLE R - U = 19,105,325.00 (CONFERENCE AND SEMINAR EXPENSES","₦98,001,177.00","₦16,901,796.00",Approved by MG,,20/02/26,20/02/26,98001177.0,16901796.0,MG,81099381.0,56,31–60 days
265,CCTI/AD. 2021  (2026),STATIONERIES/DIGITAL CONSUMABLES (HC),Honourable Commissioner Expenses -: 004/04002/01/702/11009/0000/41714,Office of HC,"REQUEST FOR APPROVAL OF FUNDS TO PURCHASE STATIONERY ITEMS AND DIGITAL CONSUMABLES IN THE HONOURABLE COMMISSIONER, MINISTRY OF COMMERCE, COOPERATIVES, TRADE AND INVESTMENT, FOR THE 1ST & 2ND QUARTERS OF YEAR 2026","₦19,912,000.00",₦0.00,Awaiting Approval - MEBP,,20/02/26,01/01/70,19912000.0,0.0,MEBP,19912000.0,56,31–60 days
40,CIC/ADC. 851 V   (2026),INFORMATION COMMUNICATION AND TECHNOLOGY,ICT Unit Expenses -: 004/04002/01/706/11009/0000/40377,ICT,"REQUEST FOR FUNDS TO PURCHASE ICT ACCESSORIES, PERIPHERAL AND CONSUMABLES","₦11,130,000.00",₦0.00,Awaiting Approval - Deputy Governor (DG),,23/03/26,01/01/70,11130000.0,0.0,DG,11130000.0,25,15–30 days
102,CIC/AD. 697 S.2T   (2026),OFFICE MAINTENANCE BUILDING,Office Equipment and Renovation -: 004/4002/02/777/11009/6129/45011,Admin/HR,"RE: REQUEST FOR THE RELEASE OF FUNDS FOR THE PROCUREMENT OF ADDITIONAL ESSENTIAL OFFICE FURNITURE & EQUIPMENT IN THE OFFICE OF THE HONOURABLE COMMISSIONER, OFFICE OF THE PERMANENT SECRETARY AND DIRECTOR ADMIN. & HR OF THE MINISTRY","₦22,971,135.00",₦0.00,Awaiting Approval - Deputy Governor (DG),,23/03/26,01/01/70,22971135.0,0.0,DG,22971135.0,25,15–30 days
62,CCTI/ADC 2021    (2026),DIGITALISATION OF COOPERATIVE SOCIETIES IN LAGOS STATE,Construction of Cooperatives Area Offices -: 004/04002/02/775/11009/0634/45194,Cooperatives,"THE DIGITALISATION OF COOPERATIVE SOCIETIES IN LAGOS STATE AS A STRATEGIC LEVER FOR MSME FORMALISATION, ACCESS TO FINANCE, AND INCLUSIVE ECONOMIC GROWTH",₦0.00,₦0.00,Awaiting Approval - Mr Governor (MG),,24/02/26,01/01/70,0.0,0.0,MG,0.0,52,31–60 days
